branch_id,topics,ending
3882,family background - social class perception - border security,disagreement
3883,social class - political affiliation - personal attacks,disagreement
3884,Kamala Harris' background - Perceived hypocrisy - Trump's racism,disagreement
3885,Kamala Harris' background - Harris' claims - credibility,inconclusive
3886,Harris's background - claims of hypocrisy - family lineage - socioeconomic status,inconclusive
3887,political figure's background - credibility concerns - identity claims,inconclusive
3888,Kamala Harris's background - Financial status of Kamala's family - Education and location details,disagreement
3889,wealth comparison - career politician - authenticity - Trump's wealth,disagreement
3890,wealth background - relatability - Trump's motivations - political experience,disagreement
3891,interview pushback - candidate debate format - media bias,agreement
3892,political bots - Trump's accomplishments - personal attacks,inconclusive
3893,political affiliation - election integrity - criticism of politicians,disagreement
3894,political alignment shift - election integrity - immigration concerns,disagreement
3895,Biden administration accomplishments - accusations of bot activity - parental relationships,inconclusive
3896,Political affiliation - Bots - Personal background,inconclusive
3897,bots - parental yelling - user identity,inconclusive
3898,Kamala Harris's interview - Earrings - Trump's red tie,inconclusive
3899,Kamala Harris's earrings - conspiracy theories - racial discrimination,inconclusive
3900,Black vote - Democratic Party - Political disappointment,disagreement
3901,Black vote - Economic policies - Inflation and wages - Trump's economic impact,disagreement
3902,Black voter priorities - Economic performance comparisons - Inflation and real wages - Homeownership and housing market,disagreement
3903,Black voters - Economic policies - Inflation and wages - Trump's economic record,disagreement
3904,Black voter support - Economic performance comparison - Inflation and Real Wages,disagreement
3905,Black vote - Economic policies - Inflation and wages - Trump's economic record,disagreement
3906,Black vote - Economic impact of policies - Inflation and real wages - Political affiliation,disagreement
3907,Black voter support - Economic performance comparison - Inflation and real wages - Housing market - Political viewpoints,disagreement
3908,Economic performance under Trump - Economic performance under Biden - Inflation and real wages - Homeownership rates - Economic policy disagreement,disagreement
3909,Black voter support - Economic performance comparison (Trump vs. Biden) - Inflation and wage growth - Housing market - Economic policies,disagreement
3910,economic performance - inflation rates - housing crisis - political viewpoints - Trump vs. Biden economic policies,disagreement
3911,interview performance - editing claims - Trump supporters - factual vs emotional,disagreement
3912,Kamala Harris interview - Trump's interview absence - Interview question dodging,disagreement
3913,Trump support in Puerto Rico - Hurricane relief funding - Political affiliation impact - Biden administration,disagreement
3914,Trump support - Hurricane relief - Biden administration - Paper towels,inconclusive
3915,candidate support - moral compass - deflecting facts - truth test,inconclusive
3916,US aid - Overseas aid - US domestic issues,disagreement
3917,Trump donations - Puerto Rico aid - Media bias,disagreement
3918,Charlamagne's interview style - Trump's public appearances - Criticizing both politicians,inconclusive
3919,interview questions - Trump's communication style - Fox News,disagreement
3920,Trump's communication style - Audience medical episode - Accusations of racism,disagreement
3921,Trump's communication style - Medical emergency at rally - Immigration policies - Media bias,disagreement
3922,Trump's communication style - audience medical emergency - accusations of lying,disagreement
3923,Trump's communication style - Audience medical episode - Media bias,disagreement
3924,Trump's communication style - Audience medical episode - Claims of racism,disagreement
3925,interview questioning - candidate performance - Trump's presidency - media bias,disagreement
3926,interview tactics - Trump's interview - Kamala Harris critique,disagreement
3927,interview questions - interviewee's answers - Trump's interview,inconclusive
3928,interview pushback - false statements accusation - specific quote rebuttal,disagreement
3929,interview quality - question dodging - truthfulness of claims,disagreement
3930,interview pushback - alleged lies - Fox News interview,disagreement
3931,Biden-Harris ticket - VP's role - Democracy,disagreement
3932,authenticity - Harris's perceived inauthenticity - Trump's perceived authenticity,disagreement
3933,Media bias - Kamala Harris interviews - Trump's interviews,inconclusive
3934,Kamala Harris interviews - Media bias - Interview challenge,inconclusive
3935,Kamala Harris interviews - Media bias - Trump interview history,disagreement
3936,Kamala Harris interviews - Media bias - Trump interview absence,disagreement
3937,Kamala Harris interviews - Media bias - Trump interview history,disagreement
3938,Kamala Harris interviews - Media bias - Trump interviews,disagreement
3939,Kamala Harris interviews - Media bias - Candace Owens interview,inconclusive
3940,Kamala Harris interviews - Candace Owens' debate skills - Political strategy,disagreement
3941,town hall criticism - cognitive decline claim - inflation debate,disagreement
3942,political ad - Trump's campaign - voter support,disagreement
3943,Policy effectiveness - Biden's actions - Media scrutiny,disagreement
3944,tax dollars allocation - foreign aid criticism - US military perspective,disagreement
3945,tax dollars - American aid - world leadership,disagreement
3946,SNL skit - Triggered response - Humor perception,disagreement
3947,SNL skit - Kamala Harris impersonation - Political humor,inconclusive
3948,SNL skit humor - Political humor - Trump vs. Harris,disagreement
3949,Harris's background - Middle class identity - Authenticity of claims,disagreement
3950,Harris's background - Wealth accusations - Trump's finances - Family wealth,disagreement
3951,Specific benefits for Black Americans - Misinformation claim - Democratic Party policies,disagreement
3952,Harris's policies - benefits for Black Americans - political plans comparison,disagreement
3953,Specific policies for Black people - Misinformation claim - Democratic Party actions - Presidential candidate plans,inconclusive
3954,Policy for Black Americans - Quote interpretation - Asian hate crime bill,disagreement
3955,Black community support - Democratic party initiatives - Asian hate crime bill,inconclusive
3956,reparations - black community - political actions for specific groups - Asian hate crime bill,inconclusive
3957,Black community aid - Misinformation claim - Political party actions - Asian crime bill,inconclusive
3958,Black Americans aid - Democratic party policies - Asian crime bill - Misinformation accusation,disagreement
3959,Specific benefits for Black Americans - Quote interpretation - Racial identity definition - Democratic Party policies,inconclusive
3960,policy for black Americans - full quote context - government spending,disagreement
3961,VP's policy stance - Black voters' interests - Candidate's intentions,disagreement
3962,Black people policies - misinformation claim - political strategy,inconclusive
3963,policy for Black people - campaign messaging - political strategy - voter expectations,inconclusive
3964,Working poor - Inner cities - Poverty and employment - Mental health and disabilities,disagreement
3965,media bias - political hypocrisy - Trump criticism,disagreement
3966,Trump's offers to Black people - Kamala Harris's record - HBCU funding,disagreement
3967,political promises - Black American voters - free money - legalized marijuana,disagreement
3968,political promises - stereotyping - Black Americans,disagreement
3969,political promises - Black Americans - tax credits - legalized weed,disagreement
3970,political campaign promises - Black voter strategy - election tactics,inconclusive
3971,political promises - Black Americans - business ownership,disagreement
3972,Legalization of weed - Free money promises - Opinion of Black Americans,inconclusive
3973,political policies - campaign promises - accusations of sexism,disagreement
3974,Kamala Harris ancestry - Candace Owens series - Media credibility,inconclusive
3975,Kamala Harris ancestry - Candace Owens claims - Media credibility,inconclusive
3976,third-party voting - voting strategy - political participation,disagreement
3977,Third-party voting - Voting strategy - Political pragmatism vs. idealism,disagreement
3978,third party voting - lesser of two evils - political strategy,disagreement
3979,third party politics - voting strategy - lesser of two evils,disagreement
3980,Third-party voting - Voting strategy - Political participation - Lesser of two evils,disagreement
3981,Third-party voting - Lesser of two evils - Political strategies,disagreement
3982,third-party voting - voting strategy - lesser of two evils - political participation,disagreement
3983,tax dollars - media interviews - political questioning - government spending,inconclusive
3984,border security - immigration policy - Trump's border wall,disagreement
3985,Question Misunderstanding - Answer Relevance - Pre-recorded Answers,inconclusive
3986,Obama's actions - Military industrial complex - Political campaign finance - Trump's policy,disagreement
3987,arms industry funding - political corruption - America First,inconclusive
3988,Obama's actions - political affiliations - challenging claims,disagreement
3989,Obama question - Kamala's response - Question validity - Lack of listening,disagreement
3990,Westmount wealth - Middle class definition - Accusation of lying,disagreement
3991,wealth classification - Westmount residency - class identity,disagreement
3992,Harris's socioeconomic status - Westmount residency - Family background,inconclusive
3993,wealth status - Westmount - parents' profession,inconclusive
3994,Harris's wealth - Westmount - Family income,inconclusive
3995,wealth status - Westmount - Canadian education background,disagreement
3996,Westmount resident's social class - Wealth claims - Class status verification,disagreement
3997,media bias - Trump's media appearances - Trump's communication style,disagreement
3998,media bias - Trump's interviews - personal insults,disagreement
3999,media bias - Trump's communication style - Harris's performance,disagreement
4000,Trump interview avoidance - media bias - Trump's communication style,disagreement
4001,Hillary Clinton hot sauce - truth claim - evidence for lying,inconclusive
4002,Democratic Party concerns - Black voter sentiment - Obama's influence decline,agreement
4003,Democratic Party record - Black community issues - Crime Bill - Policy comparisons - Inflation,disagreement
4004,Democratic Party record - Black community issues - Political party failures - Crime statistics - Inflation under administrations,disagreement
4005,Democratic Party record - Black community concerns - Policy failures - Trump's actions,disagreement
4006,Democratic Party record - Black community concerns - Policy failures - Political party comparison - Suggested solutions,inconclusive
4007,Democratic Party record - Black community concerns - Policy failures - Trump's policies - Political party comparison,inconclusive
4008,Harris's chances - Political affiliation - Trump's associations,disagreement
4009,Political party disaffection - Trump's presidency - Project 2025 - Voting strategy,disagreement
4010,Democratic Party shortcomings - Republican Party appeal - Political aspirations,inconclusive
4011,Political party criticism - Trump's motivations - Policy trust,inconclusive
4012,political party failures - Trump's presidency comparison - political trust - issues in the black community,inconclusive
4013,political party disconnect - VP Harris campaign - user's background,inconclusive
4014,YouTube downvotes - Trump podcast views - Sexual harassment,inconclusive
4015,Kamala Harris - Biden's fitness - political disagreements,disagreement
4016,Trump supporters - Comment section trolls - Russian bots,disagreement
4017,Trump supporters - election integrity - DailyKamalies' lies,disagreement
4018,bots in comments - voting bots - lack of faith in humanity,disagreement
4019,candidate preference - economic concerns - political action - Trump support,disagreement
4020,race identity - pandering - authenticity - cultural appropriation,inconclusive
4021,racial identity - pandering - ignorance,disagreement
4022,racial identity claim - pandering concerns - candidate honesty,disagreement
4023,Specific answers - Reparations question - Interview disagreement,disagreement
4024,Kamala Harris' background - parentage claims - online misinformation,inconclusive
4025,Kamala Harris's background - Parentage of Kamala Harris - Online misinformation,disagreement
4026,Kamala Harris' ethnicity - Parentage background - Racial identity politics,disagreement
4027,Kamala Harris' heritage - Parental involvement - Racial identity,inconclusive
4028,Kamala Harris's heritage - Harris's father's ancestry - Census race self-identification,disagreement
4029,Kamala Harris's background - Ancestry claims - Racial identity,disagreement
4030,Kamala Harris's heritage - Parentage claims - Ancestry verification,disagreement
4031,Kamala Harris' ethnicity - Parentage claims - Ancestry debates,disagreement
4032,Kamala Harris's heritage - Parental ethnicity - Racial identity,disagreement
4033,Kamala Harris's ethnicity - Parental background - Ancestry claims,inconclusive
4034,Kamala Harris's background - Ancestry claims - Racial identity,disagreement
4035,Kamala Harris's ethnicity - Parental background - Identity politics,inconclusive
4036,Kamala Harris' background - Harris' parentage - Ancestry claims - Source of information,inconclusive
4037,Kamala Harris's background - Racial identity - Ancestry claims,inconclusive
4038,Kamala Harris's background - Parentage identity - Race and identity,disagreement
4039,Kamala Harris's background - Racial identity - Trump's communication style,disagreement
4040,Kamala Harris's background - Parentage claims - Racial identity,inconclusive
4041,Kamala Harris's ethnicity - Parentage background - Ancestry claims,disagreement
4042,Kamala Harris's ethnicity - Parentage claims - Church affiliation,inconclusive
4043,Kamala Harris's background - Parental ancestry - Religious upbringing,disagreement
4044,Kamala Harris's ancestry - Identity claims - Parentage verification,inconclusive
4045,Kamala Harris' background - Racial identity - Ancestry claims,inconclusive
4046,Kamala Harris' ethnicity - Parentage claims - Ancestry information,disagreement
4047,Kamala Harris' ethnicity - Parentage claims - Ancestry verification,disagreement
4048,Kamala Harris's background - Parentage claims - Racial identity,disagreement
4049,Kamala Harris's ethnicity - Parentage of Kamala Harris - Census racial categories,disagreement
4050,Kamala Harris's ancestry - Racial identity - Online misinformation,inconclusive
4051,Kamala Harris's ethnicity - Parentage claims - Census designation,inconclusive
4052,Kamala Harris's ethnicity - parentage - racial identity,disagreement
4053,Kamala Harris's ethnicity - Parentage claims - Ancestry information,disagreement
4054,Kamala Harris's heritage - parental ethnicity - census racial classification,inconclusive
4055,Kamala Harris's background - Ancestry claims - Racial identity - Parentage,disagreement
4056,Kamala Harris's ethnicity - Parentage claims - Ancestry information,disagreement
4057,Kamala Harris's heritage - Father's race - Ancestry claims,disagreement
4058,Kamala Harris's background - Race/Ethnicity of Harris's father - Fact-checking ancestry claims,disagreement
4059,Kamala Harris' background - parentage - racial identity,disagreement
4060,Kamala Harris' ethnicity - Parentage claims - Ancestry information,inconclusive
4061,Kamala Harris' ethnicity - Harris' upbringing - Parentage claims,disagreement
4062,Kamala Harris's ethnicity - Father's ancestry - Church attendance,inconclusive
4063,Kamala Harris's background - Racial identity - Parentage of Kamala Harris,inconclusive
4064,Kamala Harris's racial identity - Black church upbringing - Racial identity definition,disagreement
4065,Kamala Harris' ethnicity - Harris' family background - Racial identity,disagreement
4066,Kamala Harris' ethnicity - Parentage claims - Historical ancestry - Verification of information,disagreement
4067,Kamala Harris's heritage - Father's ethnicity - Family relationships - Origin of information,inconclusive
4068,Kamala Harris' ancestry - Harris' father's race - Parental estrangement,disagreement
4069,Kamala Harris' ethnicity - Harris' father's background - Family history claims - Identity claims,disagreement
4070,Kamala Harris' heritage - Parentage claims - Family history debate,disagreement
4071,Kamala Harris' identity - Ancestry claims - Media portrayal - Historical context,disagreement
4072,Kamala Harris's identity - Harris's ancestry - Historical information availability,disagreement
4073,Kamala Harris's background - Black identity - Historical information availability - Candace Owens's statement,disagreement
4074,Kamala Harris's background - Black church - Humor,inconclusive
4075,Kamala Harris's background - religious affiliation - Indian mother,inconclusive
4076,Kamala Harris' upbringing - Kamala Harris' ethnicity - Source of information,inconclusive
4077,race of the interviewee - ethnic background - Willie Brown,inconclusive
4078,White nationalism definition - Police immunity debate - Political division in America,disagreement
4079,U.S. political system - Third-party viability - Electoral manipulation - Ranked-choice voting,inconclusive
4080,child tax credit impact - poverty reduction - tax plan effects,inconclusive
4081,child poverty - tax credits - tax withholding,inconclusive
4082,child poverty reduction - Trump's tariffs - tax allocation - tariff impact,disagreement
4083,interview questions - political discussion - source of information,inconclusive
4084,Project 2025 - Trump's involvement - Credibility of Trump,disagreement
4085,YouTube views - Content creator comparison - Views as metrics - Political affiliation accusation,disagreement
4086,view counts - content creator comparison - media influence,disagreement
4087,view counts comparison - influence comparison - media bias,disagreement
4088,View count comparison - Breakfast Club podcast - Audience influence - Political bias,disagreement
4089,view count comparison - Charlemagne's influence - Trump's potential viewership,disagreement
4090,view count comparison - content creator influence - comparison of platforms,disagreement
4091,view counts - content creator influence - comparison of platforms,disagreement
4092,view count comparison - Charlemagne influence - Trump's interview numbers,inconclusive
4093,Trump's rhetoric - dictatorship claims - political beliefs,disagreement
4094,criticism of political figures - comment section behavior - media consumption habits,inconclusive
4095,Trump's energy levels - repetitive rhetoric - age comparison,inconclusive
4096,Joe Rogan Experience - potential guest - Bernie Sanders interview,inconclusive
4097,Racial identity - Biracial identity - HBCU attendance - African diaspora,disagreement
4098,Kamala Harris' background - Harris' upbringing - Voter knowledge - Birtherism comparison,disagreement
4099,Kamala Harris upbringing - Westmount Montreal - Debunking claims,disagreement
4100,Kamala Harris' upbringing - Birthplace claims - Montreal residence - Debunking theories,disagreement
4101,Kamala Harris' background - Upbringing details - Accuracy of claims,disagreement
4102,Kamala Harris's upbringing - Westmount High School - Misinformation accusations,disagreement
4103,Kamala Harris' upbringing - Westmount High School - Misinformation,disagreement
4104,wealth background - Stanford professor salary - historical research - family history,disagreement
4105,wealth background - Stanford professor salary - historical accuracy - accusations of ignorance,disagreement
4106,Kamala Harris's background - Stanford professor salary - Historical wealth - Slavery - Accusations of ignorance,disagreement
4107,background - socioeconomic status - facts,disagreement
4108,Harris's upbringing - socioeconomic status - middle-class definition - housing costs,disagreement
4109,Harris's upbringing - socioeconomic status - generational wealth,inconclusive
4110,Kamala Harris's upbringing - Socioeconomic background - Fact-checking,inconclusive
4111,Kamala Harris's upbringing - Socioeconomic background - Cost of living comparisons,inconclusive
4112,Kamala Harris's background - Family socioeconomic status - Disinformation,inconclusive
4113,economic background - accusations of nitpicking - Trump's wealth,disagreement
4114,Wealth background - McDonald's job claim - Trump's wealth - Free speech,disagreement
4115,economic background - Trump's wealth - media bias - verifying claims,disagreement
4116,interview questioning - perceived bias - Byron Donalds,inconclusive
4117,Canadian economy - Socialism - Middle class - Pandemic handouts,disagreement
4118,wealth disparity - Trump's background - social class - accusations of hypocrisy,disagreement
4119,Kamala Harris's background - Middle class definition - Historical wealth,disagreement
4120,Kamala Harris's background - Middle class definition - Wealth and privilege,disagreement
4121,Kamala Harris's background - Middle class definition - Wealth inheritance,inconclusive
4122,Kamala Harris's background - Middle class definition - Inherited wealth,inconclusive
4123,economic background - relatability - Trump's financial history,inconclusive
4124,middle class definition - income brackets - inherited wealth - childhood claims,disagreement
4125,Trump's communication style - audience appeal - disjointed rhetoric,disagreement
4126,Trump's communication style - Trump's rhetoric - Criticism of Trump,disagreement
4127,fact-checking - Kamala Harris - political perspective,inconclusive
4128,Criticism of a political figure - Substance of statements - Accusations of lying,inconclusive
4129,Rallies and interviews - Media bias - Trump's popularity,disagreement
4130,identity politics - evolving views - political manipulation,disagreement
4131,gun control - political disagreement - Second Amendment,disagreement
4132,Kamala Harris - Gun control - Trump's election claims - Media influence,disagreement
4133,Gun control views - Trump election fraud claims - Kamala Harris's policies - Media influence,disagreement
4134,Kamala Harris's background - Gun control debate - Trump's election claims - Media influence,disagreement
4135,Media bias - Gun control - Trump's election claims - Kamala Harris,disagreement
4136,Political figure's character - Gun control views - Election fraud claims,disagreement
4137,political figures - gun control - Trump's policies,disagreement
4138,political views - gun control - Trump's policies - media influence,disagreement
4139,Political figure criticism - Media influence - Gun control - Character assessment,disagreement
4140,Media bias - Political figures' policies - Trump's impact - Specific policy claims - Debating factual accuracy,disagreement
4141,Kamala Harris' race - Claims of dishonesty - Photo of Kamala Harris,disagreement
4142,Kamala Harris's race - Kamala Harris's background - claims of dishonesty,disagreement
4143,Candace Owens podcast - podcast guest credibility - debating Candace Owens,inconclusive
4144,podcast appearance suggestion - interview platform - Candace Owens criticism,inconclusive
4145,Fox News interview - interview performance - interview sabotage,inconclusive
4146,Kamala Harris's policies - Trump's alleged actions - 2020 election results,disagreement
4147,financial advice - starting a business - personal finance,inconclusive
4148,economic stimulus - business opportunities - government programs,inconclusive
4149,financial aid - starting a business - government spending,inconclusive
4150,immigration policies - economic concerns - political criticism - truthfulness of statements,inconclusive
4151,immigration policies - economic concerns - political criticism - misinformation claims,disagreement
4152,Kamala Harris - Black community - Project 2025 - Voter research,disagreement
4153,Black community support - Trump presidency impact - China flu response,disagreement
4154,Trump's impact on Black community - Trump's presidency - Election results,disagreement
4155,Harris's policies - Bookkeeping knowledge - Capital gains tax - Socialism,disagreement
4156,Political support - Election outcomes - Candidate policies,disagreement
4157,Harris's support - Polling data - Trump's policies - Immigration,disagreement
4158,Harris support - polling data - Trump policies - candidate preference,disagreement
4159,Harris support - Trump support - Online bots - Candidate policies - Irony accusation,disagreement
4160,Harris's election support - Trump's policies - Accusations of bots - Negative view of Trump's presidency,disagreement
4161,Harris support - Trump support - Bot accusations - Political policies,disagreement
4162,Harris's election prospects - Trump's support - Accusations of bot activity,inconclusive
4163,Harris support - Trump's policies - Bot accusations,disagreement
4164,Candidate support - Online echo chambers - Perceived corruption - Candidate policies,disagreement
4165,Harris support - Trump support - Comment section dynamics - Bot accusations,inconclusive
4166,Candidate support perception - Polling data - Trump's policies - Accusations of bot activity,disagreement
4167,election support - candidate policies - Trump's potential reaction - online bots,disagreement
4168,Harris' support - Swing state polls - Trump's economy - Establishment politics,disagreement
4169,Kamala Harris support - Kamala Harris in San Francisco - source link provided,inconclusive
4170,Trump's silence - Trump's performance - Dislike of a speaker,inconclusive
4171,Kamala Harris's gaffe - Trump's gaffe - Context of statements,inconclusive
4172,Kamala Harris gaffe - Trump's office leaving - comprehension of speech,disagreement
4173,Kamala Harris misstatement - cognitive ability questioning - Trump comparison,disagreement
4174,Harris's background - Trump's finances - Fact-checking - Relatability of politicians,inconclusive
4175,Harris' background - Trump's wealth - Relatability of politicians,disagreement
4176,Harris's relatability - Trump's background - Source of information,disagreement
4177,Harris's relatability - Trump's finances - Source of Information - Political Positions,disagreement
4178,Harris's background - Trump's finances - Media bias - Source of information,disagreement
4179,Harris's background - Fact-checking claims - Source of information - Gaslighting accusation,disagreement
4180,Fact-checking claims - Interview length - Accusations of being a bot - Middle class background - Plagiarism claims,disagreement
4181,Fact-checking claims - Interview length - Accusations of bias - Bot accusations,disagreement
4182,criticism of a person's statements - lack of specific examples - condescending tone,disagreement
4183,Question dodging accusation - Accountability - Legal cases,disagreement
4184,Kamala Harris' background - Project 2025 - Trump's legal issues - Political preference,disagreement
4185,Kamala Harris background - Project 2025 debate - Trump's controversies,disagreement
4186,Kamala Harris' background - Project 2025 - Trump's controversies,disagreement
4187,Kamala Harris' upbringing - Project 2025 - Trump's controversies,disagreement
4188,Kamala Harris' background - Project 2025 - Trump vs. Harris,disagreement
4189,housing market inflation - government housing subsidies - vetting process,disagreement
4190,foreign aid spending - economic impact of alliances - World War II economic impact,disagreement
4191,foreign aid spending - US national security - economic alliances - Israel as ally - WWII economic impact,inconclusive
4192,Foreign aid spending - Economic impact of alliances - WWII's economic effect - Trump's tariffs,disagreement
4193,insulin prices - Biden's policies - Trump's policies - media bias,disagreement
4194,Kamala Harris upbringing - Black church attendance - Fact-checking location,disagreement
4195,Kamala Harris' upbringing - Black church attendance - Fact-checking claims - Kamala Harris' parents,disagreement
4196,Kamala Harris upbringing - Black church attendance - Fact checking - Harris's parents,disagreement
4197,Kamala Harris upbringing - fact-checking - political affiliations,disagreement
4198,Kamala Harris' background - Black church attendance - Personal attacks,disagreement
4199,Kamala Harris' background - Claims of misinformation - Disagreement on facts,disagreement
4200,Candace Owens marriage - credibility concerns - religious affiliation,inconclusive
4201,town hall format - public speaking skills - debate performance,disagreement
4202,media bias - Trump's communication style - journalist accountability,disagreement
4203,media bias - Trump's communication style - debate moderation,inconclusive
4204,media bias - Trump's communication style - debate performance,disagreement
4205,media bias - Trump's communication style - debate moderation,inconclusive
4206,media bias - Trump's communication style - debate moderation - lack of pushback,inconclusive
4207,reparations discussion - political party loyalty - Trump's stance on race - Kamala Harris support,disagreement
4208,reparations debate - Japanese American reparations - Bruce's Beach - David Duke endorsement,inconclusive
4209,reparations discussion - political inaction - Republican stance,inconclusive
4210,drug prices - insulin cost reduction - political credit,disagreement
4211,drug prices - Trump's policy proposal - Biden's policy implementation - political blame,disagreement
4212,drug prices - Insulin - Trump's policy,disagreement
4213,Drug cost reduction - Insulin prices - Trump's role in drug pricing - Biden/Harris role in drug pricing,disagreement
4214,tax plan - income tax - wealth tax,disagreement
4215,first-time home buyer challenges - down payment assistance - FHA loans,disagreement
4216,home ownership programs - down payment assistance - credit score - loan eligibility,inconclusive
4217,first-time home buyer challenges - home ownership programs - presidential administrations,inconclusive
4218,border talk - deflection - fact-checking - Trump,disagreement
4219,border policy - deflection - Trump's policies - First Step Act,disagreement
4220,Border policy deflection - Trump's policies - Policy debate - Ad hominem attacks,disagreement
4221,Harris nomination - election validity - dismissive response,disagreement
4222,foreign aid - domestic programs - veteran support,disagreement
4223,foreign aid - Ukraine aid - alliances,disagreement
4224,VP's role - Senate legislation - Question unanswered,inconclusive
4225,foreign aid - political role of VP - priorities of government spending,disagreement
4226,VP's role - Tie-breaking votes - Civics knowledge,disagreement
4227,Foreign aid funding - Trump's stance on foreign aid - Congressional funding,inconclusive
4228,economic impact of administrations - vaccine mandates - immigration concerns,disagreement
4229,economic performance - blaming politicians - political knowledge,disagreement
4230,economic responsibility - presidential legacies - knowledge claims - argumentation styles,disagreement
4231,economic impact of presidencies - presidential term length - Obama's economic policies,inconclusive
4232,economic impact of presidents - policy timeline - media bias,disagreement
4233,economic impact of policies - presidential influence timeline - criticism of immigration policies,disagreement
4234,economic impact of administrations - blaming administrations for policies - political debate on economic performance,disagreement
4235,economic impact - presidential policies - Trump vs. Biden,disagreement
4236,economic impact - presidential policies - political debate - media bias - Trump's presidency,disagreement
4237,economic impact of presidents - Trump vs. Obama policies - border policy under Biden,disagreement
4238,economic impact of presidents - blaming presidents for outcomes - political disagreements,disagreement
4239,Economic impact timeline - Presidential policies - Political opinions - Trump vs. Obama economy,disagreement
4240,economic impact - presidential responsibility - political debate tone,disagreement
4241,economic impact - presidential policies - criticism of media,inconclusive
4242,economic impact of presidencies - Trump's economic policies - presidential term effectiveness,disagreement
4243,Economic impact of administrations - Blaming of administrations - Education of commenters,disagreement
4244,economic impact of presidencies - blaming presidents for economic outcomes - criticism of mainstream media,disagreement
4245,economic impact of presidents - inflation - political accountability,disagreement
4246,Economic impact attribution - Presidential policy timelines - Media bias,disagreement
4247,economic impact timeline - presidential policy effects - media bias - Trump's economic record,disagreement
4248,economic impact of policies - border policy changes - presidential term effects - Trump tax cuts,disagreement
4249,economic impact - presidential policies - media bias - Trump's economic policies,disagreement
4250,economic policies - presidential influence - media bias,inconclusive
4251,economic blame - pandemic impact - political accountability,disagreement
4252,loan terminology - healthcare policy - Trump's healthcare stance - Obamacare criticism,disagreement
4253,Harris's background - Tucker Carlson podcast - Verification of claims,agreement
4254,economic policies - trickle-down economics - economic performance under different presidents,disagreement
4255,economic policies - tax incentives - economic performance under Trump - impact of immigration on jobs,disagreement
4256,economic impact of tax policies - impact of tariffs - business owner's economic experience - Republican vs. Democratic economic performance,disagreement
4257,Trump tariffs - economic impact - political views - inflation,disagreement
4258,Kamala Harris' business focus - Economic impact of deregulation - Political party alignment,disagreement
4259,Kamala Harris - racism accusations - political views - stock market,inconclusive
4260,cognitive decline - Trump's communication style - Biden's mental acuity,disagreement
4261,Border Czar title - Biden administration - Trump administration,inconclusive
4262,Border Czar - Misinformation - Political discussion,disagreement
4263,Border Czar role - Responsibility for border issues - Media portrayal,inconclusive
4264,Border czar role - Trump's 2016 campaign - Trump's accomplishments,inconclusive
4265,Border czar role - Responsibility for border issues - Trump's 2016 campaign,disagreement
4266,Border Czar role - Accountability for policy - Trump's campaign,inconclusive
4267,Border Czar - Responsibility for border policy - Trump's 2016 campaign,disagreement
4268,Border czar role - Responsibility for border issues - Media credibility,disagreement
4269,Border Czar role - Responsibility for border issues - Trump's 2016 campaign,inconclusive
4270,Border czar role - Responsibility for border policy - Trump's campaign,inconclusive
4271,Border czar role - Responsibility for border issues - Trump's 2016 campaign,disagreement
4272,Border czar - Charlamagne - YouTube bots - Trump,disagreement
4273,economic performance - immigration policies - blame assignment - inflation,disagreement
4274,economic policies - immigration policies - blame assignment,disagreement
4275,Weed decriminalization - LSA legalization - Drug policy,inconclusive
4276,interview quality - media bias - Trump's safety,disagreement
4277,Kamala Harris's policies - Political ideology (Progressive vs. Communist) - Accusations of Harris's hypocrisy - Definition of communism - Jan 6th Capitol attack,disagreement
4278,media bias - Kamala Harris interviews - fact-checking,disagreement
4279,Biden's term - economic concerns - media bias,disagreement
4280,Biden's performance - economic concerns - political ideology - wokeness,disagreement
4281,Alleged lies - Providing evidence - Sharing information,inconclusive
4282,accusations of lying - specific examples - fact-checking,inconclusive
4283,alleged lies - request for evidence - opinions on truth - facts vs opinions,inconclusive
4284,Charlemagne's interview - False statements - Question answering,disagreement
4285,Charlamagne's knowledge - Fact-checking claims - Candace Owens' ancestry - Border security criticism,disagreement
4286,Charlamagne's knowledge - Accusation of lying - Grammar and education,disagreement
4287,Charlamagne's knowledge - Misinformation - Education level,disagreement
4288,student loan forgiveness - Biden administration - Trump Supreme Court - campaign promises,disagreement
4289,reparations debate - fairness and equality - urban area challenges - government funding effectiveness - crime and education,inconclusive
4290,Video dislike ratio - Trump support - User interaction,inconclusive
4291,video dislike - Trump support - user disagreement,disagreement
4292,policy proposals - candidate plans - 2024 election,disagreement
4293,specific policies - racial group policies - political strategy - HBCU funding - Black Farmer lawsuit,disagreement
4294,Kamala Harris's record - Kevin Cooper case - Justice system criticism,disagreement
4295,incarceration case - facts disagreement - accusation of defense,disagreement
4296,Kamala Harris' ethnicity - Donald J. Harris' ancestry - Jamaican heritage - Irish slave owner,disagreement
4297,Kamala Harris's ethnicity - Donald J. Harris's background - Racial identity - Origin of Harris's father,disagreement
4298,Kamala Harris' ancestry - Donald J. Harris ethnicity - Wikipedia accuracy,disagreement
4299,racial identity - Kamala Harris background - racial categorization,disagreement
4300,home ownership affordability - cost of living - rental vs. mortgage costs,disagreement
4301,economic policies - universal basic income - taxing the wealthy,disagreement
